order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c,line_price,line_discount,line_revenue
ORD20240103-S07-00574,2024-01-03,S07,Hamburg,South,Online,18-25,nan,Home,Kitchen,333.75,3.0,0.063,363.6,116,1,0,-2.1,1001.25,63.08,938.17
ORD20240103-S07-02201,2024-01-03,S07,Frankfurt,North,In-Store,46-60,Silver,Home,Kitchen,399.74,5.0,0.033,407.53,207,0,0,1.5,1998.7,65.96,1932.74
ORD20240103-S07-03398,2024-01-03,S07,Munich,North,In-Store,60+,Silver,Home,Kitchen,600.0,1.0,0.031,613.57,131,0,0,5.7,600.0,18.6,581.4
ORD20240103-S07-05718,2024-01-03,S07,Berlin,East,In-Store,36-45,Silver,Home,Decor,217.56,3.0,0.011,229.51,181,0,0,2.8,652.6800000000001,7.18,645.5
ORD20240103-S07-09690,2024-01-03,S07,Cologne,East,In-Store,46-60,nan,Grocery,Pantry,9.98,5.0,0.044,11.44,190,0,0,0.4,49.900000000000006,2.2,47.7
ORD20240103-S09-01189,2024-01-03,S09,Cologne,North,Online,26-35,nan,Beauty,Makeup,80.41,2.0,0.023,73.87,120,0,0,0.2,160.82,3.7,157.12
ORD20240103-S08-04360,2024-01-03,S08,Berlin,East,In-Store,36-45,Silver,Beauty,Skincare,83.15,2.0,0.016,91.32,143,0,0,-2.2,166.3,2.66,163.64
ORD20240103-S08-10901,2024-01-03,S08,Hamburg,West,Online,26-35,nan,Beauty,Haircare,58.22,1.0,0.024,60.65,129,0,0,2.5,58.22,1.4,56.82
ORD20240103-S09-02645,2024-01-03,S09,Frankfurt,East,In-Store,36-45,nan,Home,Appliances,600.0,1.0,0.016,632.52,120,0,0,5.2,600.0,9.6,590.4
ORD20240103-S09-06877,2024-01-03,S09,Berlin,South,In-Store,18-25,Bronze,Clothing,Accessories,42.81,2.0,0.023,47.97,148,0,0,0.7,85.62,1.97,83.65
ORD20240103-S10-06154,2024-01-03,S10,Hamburg,East,Online,46-60,nan,Clothing,Kids,42.85,3.0,0.024,44.31,137,0,0,0.1,128.55,3.09,125.46
ORD20240103-S10-11390,2024-01-03,S10,Cologne,North,In-Store,18-25,nan,Clothing,Kids,32.31,1.0,0.024,33.47,95,0,0,-2.5,32.31,0.78,31.53
ORD20240103-S06-06925,2024-01-03,S06,Munich,South,In-Store,26-35,nan,Home,Appliances,413.3,4.0,0.009,385.8,163,0,0,2.1,1653.2,14.88,1638.32
ORD20240103-S08-00706,2024-01-03,S08,Munich,East,Online,36-45,Bronze,Home,Appliances,312.06,1.0,0.034,339.7,137,0,0,1.0,312.06,10.61,301.45
ORD20240103-S06-00844,2024-01-03,S06,Frankfurt,South,In-Store,36-45,nan,Grocery,Snacks,8.68,4.0,0.044,9.64,197,0,0,-0.5,34.72,1.53,33.19
ORD20240103-S05-09008,2024-01-03,S05,Cologne,South,In-Store,46-60,nan,Beauty,Makeup,120.0,1.0,0.046,123.89,122,0,0,2.4,120.0,5.52,114.48
ORD20240103-S06-00103,2024-01-03,S06,Berlin,East,In-Store,18-25,Silver,Clothing,Men,93.38,2.0,0.013,97.02,157,0,0,-5.2,186.76,2.43,184.33
ORD20240103-S01-09549,2024-01-03,S01,Cologne,East,In-Store,46-60,nan,Electronics,Laptops,430.74,3.0,0.014,493.69,191,0,0,-1.0,1292.22,18.09,1274.13
ORD20240103-S01-09981,2024-01-03,S01,Cologne,East,In-Store,36-45,Bronze,Grocery,Pantry,11.35,1.0,0.007,11.23,174,0,0,3.1,11.35,0.08,11.27
ORD20240103-S01-10061,2024-01-03,S01,Cologne,West,In-Store,46-60,Bronze,Home,Decor,472.05,2.0,0.048,479.78,204,0,0,-0.2,944.1,45.32,898.78
ORD20240103-S02-04884,2024-01-03,S02,Frankfurt,South,Online,26-35,nan,Electronics,Phones,369.13,5.0,0.02,389.89,156,0,0,2.4,1845.65,36.91,1808.74
ORD20240103-S02-07726,2024-01-03,S02,Munich,North,In-Store,26-35,Bronze,Clothing,Accessories,55.27,3.0,0.022,54.37,95,0,0,2.1,165.81,3.65,162.16
ORD20240103-S02-08988,2024-01-03,S02,Hamburg,West,In-Store,18-25,Gold,Beauty,Haircare,65.48,1.0,0.022,61.98,165,0,0,4.8,65.48,1.44,64.04
ORD20240103-S03-02400,2024-01-03,S03,Munich,West,In-Store,36-45,nan,Electronics,Accessories,861.18,5.0,0.038,877.94,84,0,0,1.7,4305.9,163.62,4142.28
ORD20240103-S02-04054,2024-01-03,S02,Frankfurt,South,In-Store,46-60,Bronze,Beauty,Fragrance,120.0,4.0,0.03,118.86,151,0,0,1.9,480.0,14.4,465.6
ORD20240103-S04-01278,2024-01-03,S04,Frankfurt,East,In-Store,46-60,nan,Electronics,Phones,716.48,2.0,0.045,746.48,168,0,0,5.1,1432.96,64.48,1368.48
ORD20240103-S04-04688,2024-01-03,S04,Cologne,South,Online,46-60,nan,Clothing,Women,81.97,5.0,0.038,85.62,130,0,0,-4.8,409.85,15.57,394.28
ORD20240103-S04-05843,2024-01-03,S04,Cologne,East,In-Store,18-25,Silver,Grocery,Snacks,8.88,5.0,0.002,9.85,168,0,0,-2.6,44.400000000000006,0.09,44.31
ORD20240103-S04-08311,2024-01-03,S04,Munich,North,In-Store,36-45,Bronze,Home,Appliances,196.72,1.0,0.014,212.34,111,0,0,1.9,196.72,2.75,193.97
ORD20240103-S04-10847,2024-01-03,S04,Munich,West,In-Store,26-35,nan,Electronics,Phones,393.75,3.0,0.031,400.62,122,0,0,1.3,1181.25,36.62,1144.63
ORD20240103-S05-08870,2024-01-03,S05,Frankfurt,South,In-Store,26-35,Bronze,Clothing,Men,111.43,4.0,0.041,107.09,218,0,0,1.4,445.72,18.27,427.45
ORD20240103-S06-00464,2024-01-03,S06,Munich,North,In-Store,46-60,Gold,Beauty,Makeup,58.27,5.0,0.099,56.64,219,1,0,-5.3,291.35,28.84,262.51
ORD20240103-S03-10786,2024-01-03,S03,Munich,West,In-Store,60+,nan,Beauty,Fragrance,43.97,2.0,0.032,49.78,147,0,0,1.1,87.94,2.81,85.13
ORD20240104-S09-01762,2024-01-04,S09,Frankfurt,South,In-Store,26-35,Gold,Beauty,Haircare,90.52,3.0,0.03,89.01,186,0,0,-2.1,271.56,8.15,263.41
ORD20240104-S09-04767,2024-01-04,S09,Hamburg,East,In-Store,36-45,nan,Home,Kitchen,476.16,2.0,0.031,459.0,130,0,0,5.0,952.32,29.52,922.8
ORD20240104-S09-06590,2024-01-04,S09,Berlin,South,In-Store,60+,Silver,Clothing,Kids,103.33,2.0,0.028,101.36,158,0,0,-1.0,206.66,5.79,200.87
ORD20240104-S09-11249,2024-01-04,S09,Frankfurt,East,Online,36-45,Bronze,Beauty,Fragrance,69.97,2.0,0.008,63.78,244,0,0,-3.4,139.94,1.12,138.82
ORD20240104-S10-09931,2024-01-04,S10,Hamburg,West,Online,46-60,Silver,Electronics,Audio,309.1,2.0,0.125,319.62,126,1,0,-1.5,618.2,77.28,540.92
ORD20240104-S10-05602,2024-01-04,S10,Cologne,East,In-Store,26-35,nan,Beauty,Skincare,77.06,4.0,0.014,73.34,151,0,0,-2.7,308.24,4.32,303.92
ORD20240104-S10-09124,2024-01-04,S10,Cologne,East,Online,46-60,nan,Home,Decor,215.16,1.0,0.07,220.43,183,1,0,2.3,215.16,15.06,200.1
ORD20240104-S10-11843,2024-01-04,S10,Berlin,South,In-Store,26-35,nan,Grocery,Snacks,12.04,2.0,0.016,12.34,122,0,0,-4.3,24.08,0.39,23.69
ORD20240104-S09-01531,2024-01-04,S09,Berlin,South,In-Store,60+,Gold,Unknown,Fresh,105.805,3.0,0.0,29.63,183,0,0,-3.0,317.415,0.0,317.42
ORD20240104-S10-02442,2024-01-04,S10,Hamburg,West,In-Store,26-35,nan,Clothing,Accessories,116.07,4.0,0.001,130.01,189,0,0,-4.2,464.28,0.46,463.82
ORD20240104-S09-01174,2024-01-04,S09,Hamburg,South,Online,36-45,nan,Electronics,Laptops,1200.0,1.0,0.023,1184.56,149,0,0,-0.7,1200.0,27.6,1172.4
ORD20240104-S06-09675,2024-01-04,S06,Berlin,West,Online,26-35,nan,Grocery,Pantry,16.29,4.0,0.036,17.18,162,0,0,-0.0,65.16,2.35,62.81
ORD20240104-S07-04130,2024-01-04,S07,Cologne,North,Online,26-35,nan,Home,Furniture,190.13,5.0,0.316,180.36,154,1,0,-2.0,950.65,300.41,650.24
ORD20240104-S07-01806,2024-01-04,S07,Cologne,North,Online,26-35,nan,Beauty,Makeup,120.0,4.0,0.034,118.8,147,0,0,-3.0,480.0,16.32,463.68
ORD20240104-S06-06753,2024-01-04,S06,Hamburg,West,In-Store,26-35,nan,Beauty,Fragrance,120.0,3.0,0.015,115.96,141,0,0,-1.7,360.0,5.4,354.6
ORD20240104-S06-03798,2024-01-04,S06,Hamburg,South,Online,18-25,nan,Beauty,Haircare,38.78,5.0,0.033,42.6,118,0,0,-0.5,193.9,6.4,187.5
ORD20240104-S06-01069,2024-01-04,S06,Hamburg,South,In-Store,36-45,Bronze,Clothing,Women,23.84,2.0,0.01,27.1,214,0,0,-1.0,47.68,0.48,47.2
ORD20240104-S06-00302,2024-01-04,S06,Cologne,West,In-Store,36-45,nan,Home,Furniture,103.46,1.0,0.004,105.94,72,0,0,-1.3,103.46,0.41,103.05
ORD20240104-S04-11187,2024-01-04,S04,Hamburg,North,Online,36-45,Silver,Grocery,Beverages,30.0,3.0,0.033,29.44,189,0,0,-0.9,90.0,2.97,87.03
ORD20240104-S02-03724,2024-01-04,S02,Cologne,East,In-Store,18-25,Silver,Grocery,Fresh,4.2,1.0,0.009,4.68,95,0,0,3.4,4.2,0.04,4.16
ORD20240104-S01-07968,2024-01-04,S01,Cologne,South,In-Store,46-60,Bronze,Beauty,Makeup,80.24,2.0,0.012,77.82,174,0,0,1.7,160.48,1.93,158.55
ORD20240104-S07-07584,2024-01-04,S07,Berlin,North,Online,46-60,nan,Home,Decor,310.04,3.0,0.002,132.15,112,0,0,5.7,930.1200000000001,1.86,928.26
ORD20240105-S07-09932,2024-01-05,S07,Munich,East,In-Store,46-60,Gold,Clothing,Women,117.14,2.0,0.036,107.23,197,0,0,1.8,234.28,8.43,225.85
ORD20240105-S08-06435,2024-01-05,S08,Munich,East,Online,26-35,nan,Beauty,Fragrance,19.64,3.0,0.013,18.71,198,0,0,-0.3,58.92,0.77,58.15
ORD20240105-S09-06150,2024-01-05,S09,Frankfurt,North,In-Store,26-35,Gold,Clothing,Women,135.4,4.0,0.042,140.39,164,0,0,3.8,541.6,22.75,518.85
ORD20240105-S09-06641,2024-01-05,S09,Frankfurt,West,In-Store,46-60,Bronze,Grocery,Beverages,30.0,4.0,0.094,27.78,183,1,0,1.4,120.0,11.28,108.72
ORD20240105-S10-09198,2024-01-05,S10,Munich,South,In-Store,36-45,Silver,Home,Furniture,126.6,4.0,0.194,124.91,211,1,0,0.2,506.4,98.24,408.16
ORD20240105-S09-07580,2024-01-05,S09,Cologne,West,In-Store,36-45,nan,Grocery,Fresh,12.22,4.0,0.038,12.82,128,0,0,1.9,48.88,1.86,47.02
ORD20240105-S10-04787,2024-01-05,S10,Hamburg,South,Online,60+,Silver,Grocery,Snacks,29.01,2.0,0.001,27.28,175,0,0,-5.0,58.02,0.06,57.96
ORD20240105-S10-05879,2024-01-05,S10,Frankfurt,South,In-Store,46-60,nan,Beauty,Skincare,56.68,3.0,0.038,54.49,207,0,0,3.4,170.04,6.46,163.58
ORD20240105-S07-03903,2024-01-05,S07,Berlin,East,In-Store,46-60,Bronze,Grocery,Snacks,10.14,2.0,0.006,9.52,145,0,0,2.8,20.28,0.12,20.16
ORD20240105-S09-06746,2024-01-05,S09,Hamburg,North,In-Store,18-25,Silver,Electronics,Audio,749.34,4.0,0.045,860.06,152,0,0,6.9,2997.36,134.88,2862.48
ORD20240105-S07-03821,2024-01-05,S07,Cologne,West,In-Store,36-45,Silver,Beauty,Makeup,31.71,1.0,0.047,34.29,133,0,0,-1.4,31.71,1.49,30.22
ORD20240105-S01-10862,2024-01-05,S01,Hamburg,North,In-Store,26-35,Silver,Electronics,Audio,506.42,5.0,0.025,526.6,149,0,0,-3.3,2532.1,63.3,2468.8
ORD20240105-S06-08609,2024-01-05,S06,Munich,South,In-Store,36-45,Gold,Beauty,Fragrance,120.0,5.0,0.036,130.58,173,0,0,-1.4,600.0,21.6,578.4
ORD20240105-S06-11958,2024-01-05,S06,Cologne,South,In-Store,36-45,Silver,Grocery,Beverages,21.38,5.0,0.006,24.2,143,0,0,-3.4,106.89999999999999,0.64,106.26
ORD20240105-S03-00789,2024-01-05,S03,Munich,North,Online,18-25,nan,Grocery,Fresh,9.39,2.0,0.043,10.65,137,0,0,-0.6,18.78,0.81,17.97
ORD20240105-S03-01681,2024-01-05,S03,Munich,East,Online,60+,nan,Grocery,Beverages,4.15,1.0,0.041,4.29,102,0,0,0.3,4.15,0.17,3.98
ORD20240105-S03-05077,2024-01-05,S03,Hamburg,South,Online,26-35,Bronze,Electronics,Accessories,498.58,2.0,0.003,545.12,181,0,0,-2.1,997.16,2.99,994.17
ORD20240105-S03-00800,2024-01-05,S03,Munich,South,In-Store,36-45,nan,Beauty,Makeup,80.86,4.0,0.016,88.19,153,0,0,2.0,323.44,5.18,318.26
ORD20240105-S03-05915,2024-01-05,S03,Munich,East,Online,26-35,nan,Grocery,Pantry,24.07,1.0,0.013,22.91,130,0,0,2.6,24.07,0.31,23.76
ORD20240105-S04-04392,2024-01-05,S04,Cologne,West,In-Store,36-45,Bronze,Grocery,Beverages,13.55,2.0,0.048,14.6,158,0,0,-2.7,27.1,1.3,25.8
ORD20240105-S05-07516,2024-01-05,S05,Munich,East,In-Store,26-35,Bronze,Beauty,Haircare,45.86,1.0,0.007,45.97,199,0,0,0.5,45.86,0.32,45.54
ORD20240105-S05-10609,2024-01-05,S05,Cologne,East,In-Store,18-25,nan,Grocery,Snacks,15.71,10.0,0.028,30.85,122,0,0,0.0,157.10000000000002,4.4,152.7
ORD20240105-S03-05437,2024-01-05,S03,Berlin,South,Online,60+,nan,Clothing,Men,43.26,5.0,0.0,44.22,129,0,0,1.3,216.29999999999998,0.0,216.3
ORD20240106-S06-07720,2024-01-06,S06,Frankfurt,South,Online,26-35,nan,Electronics,Phones,481.54,3.0,0.022,534.24,183,0,0,3.9,1444.6200000000001,31.78,1412.84
ORD20240106-S04-06280,2024-01-06,S04,Hamburg,West,In-Store,18-25,Gold,Grocery,Beverages,9.18,1.0,0.01,9.32,98,0,0,-0.3,9.18,0.09,9.09
ORD20240106-S04-09680,2024-01-06,S04,Munich,South,Online,26-35,nan,Home,Furniture,97.32,1.0,0.009,91.23,186,0,0,3.8,97.32,0.88,96.44
ORD20240106-S04-11084,2024-01-06,S04,Hamburg,South,In-Store,60+,nan,Home,Appliances,475.73,5.0,0.076,545.56,205,1,0,-1.3,2378.65,180.78,2197.87
ORD20240106-S05-03135,2024-01-06,S05,Berlin,North,Online,26-35,nan,Grocery,Fresh,9.5,4.0,0.028,9.53,173,0,0,-1.0,38.0,1.06,36.94
