store_id,order_date,daily_revenue,avg_discount,promo_share,avg_comp_gap,weather_temp,holiday_flag,online_share,dayofweek,month
S01,2024-01-24,7778.59,0.04,0.14285714285714285,-9.152857142857163,0.32857142857142857,0,0.2857142857142857,2,1
S01,2024-01-25,384.95,0.07959999999999999,0.2,-1.9140000000000044,1.8,0,0.8,3,1
S01,2024-01-26,3475.3900000000003,0.0185,0.0,4.1325,-1.825,0,0.0,4,1
S01,2024-01-27,3465.21,0.016333333333333335,0.0,-14.15666666666665,0.7000000000000001,0,0.0,5,1
S01,2024-01-28,3882.75,0.025666666666666667,0.0,13.863333333333344,-1.5666666666666664,0,0.3333333333333333,6,1
S01,2024-01-29,1757.6899999999998,0.025,0.0,26.305000000000025,3.1,0,0.5,0,1
S01,2024-01-30,1172.4,0.023,0.0,-124.74000000000001,1.4,0,0.0,1,1
S01,2024-01-31,4012.84,0.1825,0.5,-21.049999999999983,0.5,0,0.5,2,1
S01,2024-02-01,4682.839999999999,0.0385,0.0,-40.29499999999999,5.6,0,0.0,3,2
S01,2024-02-02,4799.719999999999,0.02775,0.0,9.062500000000036,2.25,0,0.75,4,2
S01,2024-02-03,204.89,0.005,0.0,-4.980000000000004,0.9,0,0.0,5,2
S01,2024-02-04,65.39,0.02,0.0,-0.8699999999999997,1.6,0,0.0,6,2
S01,2024-02-06,1423.2199999999998,0.0338,0.2,-10.088000000000012,3.8199999999999994,0,0.8,1,2
S01,2024-02-07,421.77,0.021,0.0,-9.795000000000002,4.9,0,0.0,2,2
S01,2024-02-08,185.78,0.03266666666666667,0.0,0.9866666666666649,3.5,0,0.3333333333333333,3,2
S01,2024-02-09,2874.7,0.025333333333333333,0.0,-21.483333333333317,5.566666666666666,0,0.3333333333333333,4,2
S01,2024-02-10,3297.38,0.042666666666666665,0.16666666666666666,4.25333333333334,2.9166666666666665,0,0.16666666666666666,5,2
S01,2024-02-11,412.08,0.023,0.0,-154.7475,0.44999999999999996,0,0.5,6,2
S01,2024-02-12,4375.5199999999995,0.06933333333333333,0.3333333333333333,-8.633333333333331,5.933333333333334,0,0.6666666666666666,0,2
S01,2024-02-13,4786.6900000000005,0.0195,0.0,38.355000000000004,1.5,0,0.0,1,2
S01,2024-02-15,99.8,0.021,0.0,-2.280000000000001,9.7,0,0.0,3,2
S01,2024-02-16,1730.68,0.02675,0.0,-28.354999999999983,3.125,0,0.25,4,2
S01,2024-02-17,2757.7900000000004,0.025,0.0,9.094000000000023,3.6799999999999997,0,0.4,5,2
S01,2024-02-18,1596.8,0.02475,0.0,-6.735000000000012,1.725,0,0.25,6,2
S01,2024-02-19,2419.2400000000002,0.025750000000000002,0.0,-4.925000000000004,4.4,0,0.0,0,2
S01,2024-02-20,850.3199999999999,0.033,0.0,0.6399999999999993,1.5999999999999999,0,0.0,1,2
S01,2024-02-21,2613.12,0.021249999999999998,0.0,-0.2600000000000109,-1.7500000000000002,0,0.5,2,2
S01,2024-02-22,1521.3,0.016166666666666666,0.0,-0.7199999999999965,2.1,0,0.5,3,2
S01,2024-02-23,2814.2,0.037,0.0,3.0666666666666536,0.9,0,0.3333333333333333,4,2
S01,2024-02-24,1063.73,0.072,0.2,2.127999999999998,0.9,0,0.2,5,2
S01,2024-02-25,2763.84,0.08800000000000001,0.3333333333333333,-15.396666666666647,3.0666666666666664,0,0.0,6,2
S01,2024-02-26,635.97,0.022666666666666665,0.0,-2.659999999999999,5.0,0,0.0,0,2
S01,2024-02-27,2012.41,0.049,0.0,-1044.2949999999998,6.1,0,0.0,1,2
S01,2024-02-28,1923.54,0.023,0.0,11.884999999999998,5.551115123125783e-17,0,0.5,2,2
S01,2024-02-29,1190.13,0.0315,0.0,16.699999999999996,4.9,0,0.5,3,2
S01,2024-03-01,7138.42,0.056,0.3333333333333333,-13.336666666666625,6.016666666666666,0,0.16666666666666666,4,3
S01,2024-03-02,1658.43,0.0375,0.0,3.5000000000000213,5.4,0,0.0,5,3
S01,2024-03-03,2922.25,0.016333333333333335,0.0,8.126666666666665,8.333333333333334,0,0.3333333333333333,6,3
S01,2024-03-04,575.75,0.08566666666666667,0.3333333333333333,-1.0666666666666675,3.466666666666667,0,0.3333333333333333,0,3
S01,2024-03-05,808.96,0.0715,0.5,-4.5000000000000036,7.3,0,0.5,1,3
S01,2024-03-06,1517.53,0.028600000000000004,0.0,-1.5400000000000016,3.5799999999999996,0,0.0,2,3
S01,2024-03-07,2190.85,0.021200000000000004,0.0,-11.76600000000001,7.359999999999999,0,0.2,3,3
S01,2024-03-08,2377.45,0.034999999999999996,0.0,-4.536666666666652,4.2,0,0.6666666666666666,4,3
S01,2024-03-09,306.17,0.02525,0.0,-5.104999999999999,5.9,0,0.5,5,3
S01,2024-03-10,400.57000000000005,0.014499999999999999,0.0,-5.094999999999999,6.675,0,0.5,6,3
S01,2024-03-11,8554.56,0.02225,0.0,-31.10000000000001,3.675,0,0.75,0,3
S01,2024-03-12,2265.69,0.16266666666666668,0.6666666666666666,13.900000000000025,4.533333333333334,0,0.3333333333333333,1,3
S01,2024-03-13,5094.93,0.023999999999999997,0.0,-49.019999999999975,8.700000000000001,0,0.3333333333333333,2,3
S01,2024-03-14,619.81,0.008666666666666666,0.0,-6.039999999999992,6.166666666666667,0,0.6666666666666666,3,3
S01,2024-03-15,8014.22,0.032,0.0,-26.487500000000004,6.55,0,0.5,4,3
S01,2024-03-16,5138.7,0.05866666666666667,0.16666666666666666,-9.58,9.083333333333334,0,0.3333333333333333,5,3
S01,2024-03-17,7554.6,0.02816666666666667,0.0,7.945000000000003,8.666666666666666,0,0.16666666666666666,6,3
S01,2024-03-18,875.66,0.049,0.0,39.00999999999999,9.0,0,0.0,0,3
S01,2024-03-19,803.25,0.019,0.0,1.5466666666666586,7.966666666666668,0,0.0,1,3
S01,2024-03-20,147.9,0.014,0.0,1.1600000000000001,8.6,0,0.0,2,3
S01,2024-03-21,3316.02,0.018,0.0,34.25999999999999,4.3,0,0.0,3,3
S01,2024-03-22,296.9,0.214,1.0,11.590000000000032,10.6,0,0.0,4,3
S01,2024-03-23,3328.9,0.0396,0.2,-16.126,5.1,0,0.2,5,3
S01,2024-03-24,3086.09,0.057999999999999996,0.25,-24.649999999999963,8.375,0,0.75,6,3
S01,2024-03-25,552.6899999999999,0.021,0.0,-14.35,4.65,0,0.5,0,3
S01,2024-03-26,244.95,0.02,0.0,2.274999999999995,3.9,0,0.5,1,3
S01,2024-03-27,2413.16,0.028666666666666663,0.0,-1.1916666666666653,4.583333333333333,0,0.3333333333333333,2,3
S01,2024-03-28,550.84,0.10700000000000003,0.3333333333333333,11.066666666666663,5.633333333333333,0,0.3333333333333333,3,3
S01,2024-03-29,7541.51,0.040777777777777774,0.1111111111111111,2.5877777777777626,6.655555555555555,1,0.3333333333333333,4,3
S01,2024-03-30,599.89,0.019,0.0,5.520000000000006,6.050000000000001,0,0.0,5,3
S01,2024-03-31,6104.43,0.0256,0.0,-7.526000000000016,7.56,0,0.8,6,3
S01,2024-04-01,4507.490000000001,0.023666666666666666,0.0,-21.74166666666667,10.1,1,0.16666666666666666,0,4
S01,2024-04-02,61.92,0.019,0.0,-1.0999999999999996,11.4,0,1.0,1,4
S01,2024-04-03,10045.960000000001,0.049999999999999996,0.14285714285714285,0.9899999999999858,9.714285714285714,0,0.2857142857142857,2,4
S01,2024-04-04,11804.039999999999,0.028000000000000004,0.0,2.392000000000018,8.82,0,0.6,3,4
S01,2024-04-05,35.97,0.021,0.0,0.0400000000000027,14.4,0,0.0,4,4
S01,2024-04-06,3967.21,0.013999999999999999,0.0,-21.035999999999998,7.56,0,0.6,5,4
S01,2024-04-07,1490.0500000000002,0.03333333333333333,0.3333333333333333,-4.826666666666682,9.1,0,0.0,6,4
S01,2024-04-08,2881.45,0.012666666666666668,0.0,-3.2833333333333443,8.533333333333333,0,0.3333333333333333,0,4
S01,2024-04-09,664.97,0.023,0.0,49.175000000000004,13.35,0,0.5,1,4
S01,2024-04-10,1061.0500000000002,0.014499999999999999,0.0,4.475000000000016,11.7,0,0.0,2,4
S01,2024-04-11,530.13,0.0135,0.0,16.415,11.1,0,1.0,3,4
S01,2024-04-12,16362.589999999998,0.0325,0.0,150.36499999999995,11.0,0,0.5,4,4
S01,2024-04-13,1976.6399999999999,0.02,0.0,-11.595000000000013,9.4,0,0.0,5,4
S01,2024-04-14,4931.95,0.0194,0.0,-9.507999999999992,8.16,0,0.4,6,4
S01,2024-04-15,9886.54,0.029363636363636366,0.0,-15.693636363636353,9.972727272727273,0,0.36363636363636365,0,4
S01,2024-04-16,1058.64,0.0284,0.0,6.162000000000002,8.639999999999999,0,0.4,1,4
S01,2024-04-17,1130.1299999999999,0.039,0.2,-10.139999999999997,10.18,0,0.6,2,4
S01,2024-04-18,1805.29,0.027333333333333334,0.0,8.023333333333317,9.733333333333333,0,0.0,3,4
S01,2024-04-19,6425.41,0.059857142857142866,0.14285714285714285,-17.301428571428556,8.871428571428572,0,0.42857142857142855,4,4
S01,2024-04-20,6476.8099999999995,0.05542857142857143,0.14285714285714285,-15.532857142857166,10.457142857142857,0,0.2857142857142857,5,4
S01,2024-04-21,13925.86,0.02242857142857143,0.0,-28.688571428571425,9.414285714285715,0,0.14285714285714285,6,4
S01,2024-04-22,887.87,0.1215,0.3333333333333333,-1.6399999999999977,10.466666666666667,0,0.16666666666666666,0,4
S01,2024-04-23,1080.13,0.0348,0.0,0.24799999999998262,10.48,0,0.2,1,4
S01,2024-04-25,8771.99,0.023000000000000003,0.0,-73.13333333333334,8.166666666666666,0,0.3333333333333333,3,4
S01,2024-04-26,2982.9199999999996,0.035666666666666666,0.0,-11.419999999999972,9.1,0,0.6666666666666666,4,4
S01,2024-04-27,2579.06,0.029333333333333333,0.0,-22.996666666666666,8.799999999999999,0,0.3333333333333333,5,4
S01,2024-04-28,716.42,0.02975,0.0,1.8225000000000007,9.8,0,0.5,6,4
S01,2024-04-29,555.66,0.016666666666666666,0.0,-4.953333333333336,7.166666666666667,0,1.0,0,4
S01,2024-04-30,258.88,0.028666666666666663,0.0,-3.676666666666668,10.433333333333334,0,0.6666666666666666,1,4
S01,2024-05-01,3222.7200000000003,0.0246,0.0,4.026000000000005,15.559999999999999,1,0.6,2,5
S01,2024-05-02,2669.9,0.02557142857142857,0.0,-1.4792857142857179,15.742857142857144,0,0.5714285714285714,3,5
S01,2024-05-03,1606.32,0.017333333333333333,0.0,1.8566666666666702,10.233333333333333,0,0.3333333333333333,4,5
S01,2024-05-04,1576.15,0.0335,0.0,-17.77499999999998,14.7,0,0.5,5,5
S01,2024-05-05,1150.0700000000002,0.030199999999999998,0.0,-11.728000000000007,13.98,0,0.4,6,5
S01,2024-05-06,6776.09,0.051,0.16666666666666666,-5.968333333333327,13.65,0,0.3333333333333333,0,5
S01,2024-05-07,2894.11,0.037,0.0,23.00999999999999,18.1,0,1.0,1,5
S01,2024-05-08,3873.95,0.036500000000000005,0.0,-23.394999999999982,15.25,0,0.0,2,5
S01,2024-05-09,2735.79,0.028333333333333332,0.0,8.256666666666675,17.033333333333335,1,0.3333333333333333,3,5
S01,2024-05-10,4434.3099999999995,0.034999999999999996,0.0,-61.91000000000004,16.3,0,0.0,4,5
S01,2024-05-11,63.45,0.039,0.0,1.9000000000000021,16.9,0,0.0,5,5
S01,2024-05-12,1708.6,0.028999999999999998,0.0,-11.100000000000003,15.316666666666668,0,0.5,6,5
S01,2024-05-13,74.26,0.04,0.0,-1.5199999999999978,11.9,0,0.0,0,5
S01,2024-05-14,7986.45,0.02,0.0,-16.233999999999995,16.96,0,0.4,1,5
S01,2024-05-15,630.1700000000001,0.03,0.0,-2.4933333333333354,14.866666666666667,0,0.3333333333333333,2,5
S01,2024-05-16,141.78,0.095,1.0,0.3200000000000003,14.4,0,1.0,3,5
S01,2024-05-17,1629.33,0.043,0.0,-35.940000000000055,13.0,0,0.0,4,5
S01,2024-05-19,3697.5,0.03,0.0,15.610000000000028,15.633333333333333,0,0.6666666666666666,6,5
S01,2024-05-20,2841.4500000000003,0.026333333333333334,0.0,-4.160000000000006,14.1,1,0.3333333333333333,0,5
S01,2024-05-21,147.72,0.019,0.0,-7.569999999999993,17.9,0,0.0,1,5
S01,2024-05-22,56.0,0.197,1.0,5.749999999999993,16.4,0,0.0,2,5
S01,2024-05-23,4201.0599999999995,0.044599999999999994,0.2,-13.641999999999996,16.02,0,0.4,3,5
S01,2024-05-24,6037.9,0.0246,0.0,-3.1559999999999864,15.48,0,0.4,4,5
S01,2024-05-25,758.3399999999999,0.033,0.0,-16.235,13.0,0,0.5,5,5
S01,2024-05-27,6321.43,0.033666666666666664,0.0,4.731666666666677,14.916666666666666,0,0.0,0,5
S01,2024-05-28,2416.0600000000004,0.024,0.0,12.614999999999988,14.675,0,0.0,1,5
S01,2024-05-29,480.40999999999997,0.021500000000000002,0.0,-4.745000000000003,15.6,0,0.5,2,5
S01,2024-05-31,2408.39,0.024999999999999998,0.0,-13.4,13.966666666666667,0,0.3333333333333333,4,5
S01,2024-06-01,6708.08,0.024000000000000004,0.0,-57.539999999999985,18.8,0,0.3333333333333333,5,6
S01,2024-06-02,4254.13,0.0398,0.0,-15.864000000000019,18.2,0,0.8,6,6
S01,2024-06-03,1364.4199999999998,0.02333333333333333,0.0,-18.183333333333326,18.099999999999998,0,0.0,0,6
S01,2024-06-04,3021.07,0.003,0.0,29.50999999999999,20.8,0,1.0,1,6
S01,2024-06-05,1086.36,0.018000000000000002,0.0,0.07499999999999751,19.3,0,0.25,2,6
S01,2024-06-06,1518.0700000000002,0.0972,0.4,-5.182000000000001,19.0,0,0.6,3,6
S01,2024-06-07,3889.76,0.04025,0.0,-32.85749999999999,18.95,0,0.0,4,6
S01,2024-06-08,646.77,0.026333333333333334,0.0,-9.496666666666673,18.066666666666666,0,0.3333333333333333,5,6
S01,2024-06-09,1556.6000000000001,0.036000000000000004,0.0,-11.339999999999996,18.175,0,0.25,6,6
S01,2024-06-10,455.90999999999997,0.17049999999999998,0.5,6.019999999999996,19.950000000000003,0,0.0,0,6
S01,2024-06-11,1531.25,0.095,0.5,7.259999999999977,17.4,0,0.0,1,6
S01,2024-06-12,542.3,0.049,0.0,-23.279999999999973,20.3,0,0.0,2,6
S01,2024-06-13,8580.039999999999,0.036199999999999996,0.0,2.102000000000018,16.86,0,0.4,3,6
S01,2024-06-14,3228.44,0.018833333333333334,0.0,49.07333333333333,17.416666666666668,0,0.3333333333333333,4,6
S01,2024-06-15,5754.51,0.025500000000000002,0.0,2.252500000000005,18.275,0,0.5,5,6
S01,2024-06-16,2707.2200000000003,0.018666666666666668,0.0,-4.720000000000016,16.633333333333333,0,0.3333333333333333,6,6
S01,2024-06-17,872.01,0.027333333333333334,0.0,-11.283333333333331,17.833333333333332,0,0.3333333333333333,0,6
S01,2024-06-18,2201.8,0.024333333333333335,0.0,38.290000000000006,17.900000000000002,0,0.0,1,6
S01,2024-06-19,5131.6,0.023999999999999997,0.0,-2.486666666666668,20.5,0,0.16666666666666666,2,6
S01,2024-06-20,1651.3799999999999,0.027666666666666662,0.0,-49.77333333333334,18.73333333333333,0,0.0,3,6
S01,2024-06-21,2433.67,0.03666666666666667,0.0,11.769999999999994,19.0,0,0.0,4,6
S01,2024-06-22,3203.06,0.0315,0.0,10.560000000000013,20.025,0,0.75,5,6
S01,2024-06-23,5729.42,0.08483333333333333,0.3333333333333333,-11.951666666666663,18.900000000000002,0,0.0,6,6
S01,2024-06-24,2524.57,0.02733333333333333,0.0,8.453333333333338,19.5,0,0.3333333333333333,0,6
S01,2024-06-25,2815.8799999999997,0.10375,0.25,-1.7175000000000002,18.35,0,0.5,1,6
S01,2024-06-26,15.71,0.009,0.0,0.5099999999999998,23.2,0,0.0,2,6
S01,2024-06-27,311.14,0.04,0.0,-2.6700000000000017,21.7,0,0.0,3,6
S01,2024-06-28,5594.49,0.029166666666666664,0.0,4.388333333333327,20.0,0,0.3333333333333333,4,6
S01,2024-06-30,157.28,0.1475,0.5,-3.004999999999999,19.549999999999997,0,0.0,6,6
S01,2024-07-01,3971.1099999999997,0.06333333333333334,0.16666666666666666,-12.808333333333332,23.116666666666664,0,0.5,0,7
S01,2024-07-03,3923.92,0.08383333333333333,0.16666666666666666,80.95666666666666,21.083333333333332,0,0.6666666666666666,2,7
S01,2024-07-04,4205.26,0.06825,0.25,-26.042499999999997,21.275,0,0.5,3,7
S01,2024-07-05,32707.35,0.024666666666666667,0.0,15.719999999999976,22.766666666666666,0,0.3333333333333333,4,7
S01,2024-07-06,118.56,0.012,0.0,-3.780000000000001,18.7,0,1.0,5,7
S01,2024-07-07,2626.3,0.041666666666666664,0.0,-51.600000000000016,18.599999999999998,0,0.6666666666666666,6,7
S01,2024-07-08,8218.36,0.09499999999999999,0.5,-47.89083333333332,22.566666666666666,0,0.16666666666666666,0,7
S01,2024-07-09,2589.63,0.02766666666666667,0.0,-14.556666666666686,21.433333333333334,0,0.0,1,7
S01,2024-07-10,1206.09,0.0188,0.0,1.8940000000000015,20.759999999999998,0,0.4,2,7
S01,2024-07-11,1558.36,0.07680000000000001,0.2,-7.547999999999989,19.66,0,0.6,3,7
S01,2024-07-12,116.76,0.043,0.0,10.510000000000005,21.4,0,1.0,4,7
S01,2024-07-13,599.83,0.03166666666666667,0.16666666666666666,1.6449999999999998,18.95,0,0.16666666666666666,5,7
S01,2024-07-14,611.87,0.018,0.0,-6.649999999999998,20.933333333333334,0,0.3333333333333333,6,7
S01,2024-07-15,5966.3099999999995,0.032,0.0,2.517142857142857,23.2,0,0.42857142857142855,0,7
S01,2024-07-16,7349.869999999999,0.023,0.0,-35.282499999999985,20.1,0,0.25,1,7
S01,2024-07-17,3162.65,0.025333333333333333,0.0,-18.929999999999993,21.833333333333332,0,0.6666666666666666,2,7
S01,2024-07-18,2130.55,0.0368,0.0,12.281,23.32,0,0.4,3,7
S01,2024-07-19,4796.09,0.054599999999999996,0.4,206.82,21.48,0,0.4,4,7
S01,2024-07-20,2449.73,0.02025,0.0,1.070000000000002,22.25,0,0.0,5,7
S01,2024-07-21,7715.85,0.0645,0.25,80.83875,22.9125,0,0.375,6,7
S01,2024-07-22,2047.87,0.00975,0.0,2.9874999999999847,21.825,0,0.5,0,7
S01,2024-07-23,1147.69,0.0275,0.0,2.927500000000001,23.175,0,0.0,1,7
S01,2024-07-24,113.92,0.12,1.0,-0.21999999999999886,17.1,0,0.0,2,7
S01,2024-07-25,1934.95,0.026833333333333334,0.0,-1.4333333333333387,21.933333333333334,0,0.16666666666666666,3,7
S01,2024-07-26,2675.9,0.05333333333333334,0.3333333333333333,12.686666666666659,20.566666666666666,0,0.3333333333333333,4,7
S01,2024-07-27,1096.31,0.075,0.3333333333333333,4.063333333333335,20.733333333333334,0,0.6666666666666666,5,7
S01,2024-07-28,3395.04,0.11450000000000002,0.5,3.7450000000000223,22.075,0,0.75,6,7
S01,2024-07-29,941.74,0.10933333333333332,0.3333333333333333,2.669999999999998,23.266666666666666,0,0.3333333333333333,0,7
S01,2024-07-30,1415.99,0.033,0.0,-44.16999999999997,21.4,0,0.0,1,7
S01,2024-08-01,215.45,0.0,0.0,-0.6899999999999977,17.3,0,0.0,3,8
S01,2024-08-03,4202.14,0.0128,0.0,-17.981999999999992,19.740000000000002,0,0.0,5,8
S01,2024-08-04,3414.23,0.013999999999999999,0.0,-6.109999999999994,18.45,0,0.5,6,8
S01,2024-08-05,1307.65,0.01575,0.0,1.9975000000000023,19.2,0,0.25,0,8
S01,2024-08-06,7647.87,0.06514285714285714,0.2857142857142857,-18.972857142857162,22.47142857142857,0,0.2857142857142857,1,8
S01,2024-08-07,1185.6,0.012,0.0,-78.65999999999997,24.4,0,0.0,2,8
S01,2024-08-08,255.62,0.0295,0.0,-4.305,19.35,0,0.5,3,8
S01,2024-08-09,4266.95,0.08975,0.25,5.7987500000000045,20.9,0,0.25,4,8
S01,2024-08-10,405.19,0.04,0.0,-6.473333333333334,20.666666666666668,0,0.6666666666666666,5,8
S01,2024-08-11,2698.33,0.024,0.0,-65.0,23.0,0,0.0,6,8
S01,2024-08-12,2082.16,0.01325,0.0,-12.502500000000014,24.05,0,0.0,0,8
S01,2024-08-13,420.37,0.09975,0.25,23.052500000000002,22.175,0,0.5,1,8
S01,2024-08-14,125.41,0.039,0.0,1.4400000000000013,17.7,0,1.0,2,8
S01,2024-08-15,87.12,0.032,0.0,-2.1799999999999997,25.0,0,0.0,3,8
S01,2024-08-16,124.91,0.035333333333333335,0.0,0.8533333333333352,19.333333333333332,0,0.3333333333333333,4,8
S01,2024-08-17,216.93,0.0115,0.0,-0.07499999999999929,20.05,0,0.0,5,8
S01,2024-08-18,133.31,0.0155,0.0,0.02500000000000213,18.950000000000003,0,1.0,6,8
S01,2024-08-19,2447.89,0.024999999999999998,0.0,15.306666666666663,20.266666666666666,0,0.3333333333333333,0,8
S01,2024-08-20,2198.03,0.026333333333333334,0.0,-18.643333333333327,20.8,0,0.3333333333333333,1,8
S01,2024-08-21,5488.14,0.0222,0.0,-1.0139999999999898,18.7,0,0.2,2,8
S01,2024-08-22,1728.0900000000001,0.020666666666666667,0.0,41.58333333333335,21.46666666666667,0,0.3333333333333333,3,8
S01,2024-08-23,2011.48,0.045,0.0,-52.45999999999998,23.5,0,0.0,4,8
S01,2024-08-24,242.18,0.026500000000000003,0.0,0.44500000000000295,18.200000000000003,0,0.5,5,8
S01,2024-08-25,67.1,0.0335,0.0,-0.09500000000000064,21.65,0,0.5,6,8
S01,2024-08-26,2532.7799999999997,0.020999999999999998,0.0,2.5239999999999965,20.259999999999998,0,0.0,0,8
S01,2024-08-27,1297.29,0.015,0.0,5.7299999999999995,22.133333333333336,0,0.0,1,8
S01,2024-08-28,246.72,0.013,0.0,-27.559999999999974,21.4,0,1.0,2,8
S01,2024-08-29,4837.65,0.08266666666666667,0.3333333333333333,-166.1933333333333,19.766666666666666,0,0.3333333333333333,3,8
S01,2024-08-30,982.33,0.0095,0.0,-35.11999999999999,22.65,0,0.5,4,8
S01,2024-08-31,5988.0,0.002,0.0,81.6400000000001,20.7,0,0.0,5,8
S01,2024-09-01,2897.16,0.0224,0.0,9.315999999999997,20.34,0,0.8,6,9
S01,2024-09-02,2110.5699999999997,0.0545,0.25,9.225,18.125,0,0.25,0,9
S01,2024-09-03,304.95,0.008,0.0,7.549999999999997,12.6,0,0.0,1,9
S01,2024-09-04,7593.83,0.01525,0.0,-8.132500000000034,19.35,0,0.25,2,9
S01,2024-09-05,3149.23,0.013333333333333334,0.0,12.489999999999986,13.666666666666666,0,0.3333333333333333,3,9
S01,2024-09-06,2777.63,0.04,0.2,-15.504000000000014,17.0,0,0.4,4,9
S01,2024-09-07,1824.2099999999998,0.10733333333333332,0.3333333333333333,-9.209999999999967,15.4,0,0.6666666666666666,5,9
S01,2024-09-09,3362.42,0.036,0.3333333333333333,16.61333333333333,18.2,0,0.0,0,9
S01,2024-09-10,235.18,0.025500000000000002,0.0,0.6750000000000007,19.75,0,0.0,1,9
S01,2024-09-11,58.08,0.032,0.0,-4.25,14.2,0,0.0,2,9
S01,2024-09-12,6362.68,0.023999999999999997,0.0,-9.139999999999967,16.7,0,0.0,3,9
S01,2024-09-13,10242.97,0.018333333333333333,0.0,44.21666666666664,20.3,0,0.0,4,9
S01,2024-09-14,7726.1900000000005,0.018333333333333333,0.0,-24.559999999999985,15.033333333333333,0,0.16666666666666666,5,9
S01,2024-09-15,3053.12,0.10450000000000001,0.5,-77.47499999999998,13.0,0,0.5,6,9
S01,2024-09-16,8318.42,0.0205,0.0,13.857499999999963,15.6,0,1.0,0,9
S01,2024-09-17,1471.18,0.0345,0.0,-6.21499999999999,17.433333333333334,0,0.8333333333333334,1,9
S01,2024-09-18,2315.93,0.036000000000000004,0.0,9.945000000000018,14.4,0,1.0,2,9
S01,2024-09-19,103.42,0.012,0.0,9.64,19.7,0,1.0,3,9
S01,2024-09-20,220.89,0.07500000000000001,0.5,-3.864999999999996,16.6,0,0.5,4,9
S01,2024-09-21,149.99,0.014,0.0,-4.590000000000003,22.1,0,1.0,5,9
S01,2024-09-22,1252.6599999999999,0.0308,0.0,-5.968000000000003,16.48,0,0.2,6,9
S01,2024-09-23,5927.0599999999995,0.0252,0.0,17.497999999999998,15.080000000000002,0,0.2,0,9
S01,2024-09-24,447.17,0.05700000000000001,0.2,2.0559999999999983,17.439999999999998,0,0.2,1,9
S01,2024-09-25,2783.13,0.034,0.0,-25.35249999999999,18.6,0,0.25,2,9
S01,2024-09-26,5750.05,0.0224,0.0,12.163999999999982,16.8,0,0.2,3,9
S01,2024-09-27,2281.08,0.016666666666666666,0.0,-14.95999999999998,15.733333333333334,0,0.3333333333333333,4,9
S01,2024-09-28,1398.97,0.025000000000000005,0.0,-1.0000000000000142,13.966666666666667,0,0.3333333333333333,5,9
S01,2024-09-29,1588.2,0.09871428571428573,0.42857142857142855,-7.235714285714287,17.17142857142857,0,0.42857142857142855,6,9
S01,2024-09-30,1661.29,0.06575,0.25,-14.38499999999999,18.525,0,0.25,0,9
S01,2024-10-01,1630.8899999999999,0.15500000000000003,0.5,4.1374999999999975,12.05,0,0.25,1,10
